gen,best_a,best_b,mean_a,mean_b,max_level_a,max_level_b,team_a_size,team_b_size,n_elite_a,n_elite_b,nb_fork,nb_incantation,nb_broadcast,nb_neg_broadcast,nb_pos_broadcast,useful_drops,useless_drops,objective_prog,objective_failed,winner
2670,8130.5,7696.6,-1367.18,-1040.42,2,2,48,42,1,1,50,78,249,249,0,445,905,0,11917,-1
2671,8130.5,7696.6,-1099.89,-718.64,2,3,30,46,1,1,36,61,54,53,0,158,958,1024,6179,-1
2672,8130.5,7696.6,-1116.27,-897.64,2,2,33,27,1,1,20,54,308,308,0,330,808,0,7339,-1
2673,8130.5,7696.6,-1181.3,-930.86,3,3,41,31,1,1,32,61,103,103,0,121,837,0,7789,-1
2674,8130.5,7696.6,-1239.94,-869.64,2,2,20,20,1,1,0,36,49,49,0,61,345,0,3937,-1
2675,8130.5,7696.6,-1302.42,-788.19,2,2,22,21,1,1,3,38,63,63,0,82,590,0,4016,-1
2676,8130.5,7696.6,-1171.04,-835.39,2,2,20,31,1,1,11,46,51,51,0,44,688,0,5127,-1
2677,8130.5,7696.6,-1136.3,-777.06,3,3,50,23,1,1,33,63,68,68,0,119,859,0,7680,-1
2678,8130.5,7696.6,-1128.79,-708.49,2,3,30,50,1,1,40,70,70,69,0,71,843,484,7070,-1
2679,8130.5,7696.6,-1146.45,-779.53,2,2,50,28,1,1,38,66,93,93,0,185,732,0,8164,-1
2680,8130.5,7696.6,-1035.62,-769.32,2,2,32,24,1,1,16,46,32,31,0,63,789,202,5387,-1
2681,8130.5,7696.6,-980.71,-664.02,2,2,22,31,1,1,13,45,50,50,0,51,620,0,4729,-1
2682,8130.5,7696.6,-1086.08,-704.0,3,3,50,37,1,1,47,63,55,55,0,108,961,0,8879,-1
2683,8130.5,7696.6,-1048.18,-848.63,2,3,50,50,1,1,60,86,87,87,0,209,917,0,10614,-1
2684,8130.5,7696.6,-1090.97,-810.65,2,2,23,20,1,1,3,34,113,113,0,101,439,0,3967,-1
2685,8130.5,5138.2,-1127.74,-820.12,2,2,43,47,1,5,50,68,82,82,0,202,1027,0,9308,-1
2686,8130.5,5138.2,-1083.51,-1004.53,2,2,23,50,1,4,33,56,99,98,0,143,805,416,7187,-1
2687,8130.5,5138.2,-956.37,-1033.78,2,2,38,50,1,3,48,68,74,74,0,83,1157,0,8525,-1
2688,8392.6,5138.2,-886.03,-1092.07,3,3,50,50,2,2,60,85,212,211,0,314,1405,1128,9505,-1
2689,8392.6,5138.2,-777.32,-854.99,3,3,50,50,1,2,60,86,127,120,0,117,1255,1480,7279,-1
2690,8392.6,5138.2,-776.18,-883.48,2,3,50,50,1,1,60,90,121,114,0,266,1287,1196,9587,-1
2691,8392.6,5138.2,-643.85,-687.11,2,2,50,50,1,1,60,86,252,250,0,215,1033,1531,7698,-1
2692,8392.6,5138.2,-847.63,-738.12,3,3,50,50,1,1,60,84,179,179,0,233,1187,0,11377,-1
2693,8392.6,5657.5,-988.28,-804.5,3,3,50,50,1,2,60,86,362,358,0,513,1020,981,11054,-1
2694,8392.6,5138.2,-1048.23,-827.26,2,2,50,50,1,1,60,90,260,259,0,117,1053,545,9954,-1
2695,8392.6,5138.2,-836.93,-658.82,3,3,50,50,1,8,60,88,390,378,0,332,676,2845,7605,-1
2696,8392.6,5138.2,-763.3,-570.04,2,2,50,50,1,8,60,91,419,410,0,281,697,2695,5594,-1
2697,8392.6,5138.2,-975.84,-886.04,3,3,50,50,1,8,60,91,378,378,0,419,888,0,15104,-1
2698,8392.6,5138.2,-906.6,-973.35,2,2,50,50,1,7,60,91,323,319,0,430,1386,1205,12019,-1
2699,8392.6,5138.2,-977.66,-889.62,3,3,50,50,1,6,60,87,287,285,0,332,1138,2032,10037,-1
2700,8392.6,5488.3,-1140.47,-963.87,3,3,50,50,1,5,60,95,266,263,0,530,1383,776,14544,-1
2701,8392.6,5917.5,-1176.31,-902.64,3,3,50,50,1,3,60,94,435,428,0,788,1189,3988,11347,-1
2702,8392.6,5917.5,-1208.48,-1092.91,3,3,50,50,1,3,60,93,550,547,0,860,966,2052,11747,-1
2703,5738.5,5917.5,-1348.21,-1258.8,2,2,50,50,2,3,60,95,392,375,0,679,1359,2739,8623,-1
2704,5738.5,5917.5,-1373.28,-1249.65,2,2,39,50,2,3,49,80,402,398,0,557,1432,1624,9626,-1
2705,5738.5,5917.5,-1531.61,-1302.81,2,2,50,50,2,3,60,94,473,471,0,233,1243,848,11514,-1
2706,8133.9,8113.9,-1342.54,-1110.26,3,3,50,50,1,1,60,92,348,336,0,299,848,2600,6219,-1
2707,8133.9,8113.9,-1426.23,-1435.76,3,3,24,44,1,1,28,62,479,479,0,213,603,0,9570,-1
2708,8133.9,8113.9,-1429.5,-1407.23,3,3,50,50,1,1,60,97,547,542,0,574,1308,1366,11985,-1
2709,8133.9,8113.9,-1369.33,-1244.11,3,3,50,50,1,1,60,93,439,433,0,223,747,2319,8379,-1
2710,8133.9,8113.9,-1382.56,-1299.22,3,3,50,50,1,1,60,87,512,501,0,219,1053,1384,8417,-1
2711,6486.2,8113.9,-1209.08,-936.27,3,3,50,35,2,1,45,79,507,499,0,620,534,3049,4046,-1
2712,6486.2,8113.9,-1280.77,-1000.13,2,3,50,50,2,1,60,92,481,476,0,241,1057,1710,10657,-1
2713,5738.5,8113.9,-1132.35,-929.6,3,3,50,50,1,1,60,97,483,474,0,500,810,2409,10261,-1
2714,5738.5,8113.9,-1056.32,-998.4,2,2,50,50,1,1,60,88,778,777,0,227,1183,938,12497,-1
2715,4697.1,8113.9,-1075.53,-1339.67,3,3,50,50,14,1,60,89,474,467,0,532,1035,931,12758,-1
2716,5701.9,8113.9,-747.55,-1241.71,3,3,30,50,2,1,40,67,395,389,0,65,459,1586,5367,-1
2717,5701.9,8113.9,-718.2,-1263.69,3,3,50,50,2,1,60,93,336,336,0,213,1185,0,12333,-1
2718,5701.9,8113.9,-636.05,-1161.25,2,2,50,50,2,1,60,92,553,545,0,205,915,2215,7497,-1
2719,5898.3,8113.9,-820.91,-1342.19,3,3,50,50,2,1,60,93,502,497,0,303,904,806,13392,-1
2720,5898.3,8113.9,-638.63,-1310.6,3,2,50,50,2,1,60,91,407,398,0,364,971,2616,7538,-1
2721,5898.3,8113.9,-624.07,-1335.6,3,3,50,50,2,1,60,96,421,416,0,681,926,2423,9904,-1
2722,5898.3,8113.9,-589.07,-1227.71,2,3,50,50,2,1,60,92,379,375,0,1010,1139,2348,10691,-1
2723,8208.4,8113.9,-600.8,-1254.57,3,3,50,50,1,1,60,91,232,230,0,165,1203,700,9532,-1
2724,8208.4,8113.9,-574.4,-1174.97,2,2,50,50,1,1,60,88,123,121,0,223,1035,740,10300,-1
2725,8208.4,8113.9,-655.8,-1193.53,3,2,50,50,1,1,60,96,304,304,0,220,840,0,12203,-1
2726,8208.4,8113.9,-1102.6,-1313.28,2,3,50,50,1,1,60,84,260,260,0,429,894,0,16105,-1
2727,8208.4,8113.9,-1076.0,-1370.71,2,3,50,50,1,1,60,95,242,238,0,276,1169,1295,10954,-1
2728,8208.4,8113.9,-873.79,-1334.81,3,2,50,50,2,1,60,87,92,89,0,268,918,1217,9572,-1
2729,8208.4,8113.9,-1091.89,-1363.33,3,3,50,50,2,1,60,86,110,110,0,283,1047,0,13512,-1
2730,8208.4,8113.9,-840.78,-1228.73,3,3,50,50,2,1,60,89,235,231,0,640,1504,2603,8231,-1
2731,8208.4,8113.9,-933.35,-1305.23,2,2,50,50,2,1,60,90,197,196,0,343,949,757,11381,-1
2732,8208.4,8113.9,-1131.47,-1468.43,3,3,50,50,2,1,60,92,161,161,0,531,1498,0,15964,-1
2733,8208.4,8113.9,-1344.06,-1539.81,3,3,50,50,2,1,60,95,219,213,0,564,1650,1183,15093,-1
2734,7484.8,8113.9,-1574.4,-1424.34,2,3,50,50,1,1,60,89,343,335,0,681,867,1580,10010,-1
2735,7484.8,8113.9,-1493.94,-1373.28,2,2,50,50,1,1,60,85,130,129,0,265,1156,758,12893,-1
2736,7484.8,8113.9,-1398.1,-1330.54,3,3,50,50,1,1,60,85,270,266,0,384,1189,1650,9801,-1
2737,7484.8,8113.9,-1246.66,-1446.67,3,3,50,50,1,1,60,87,295,290,0,263,1123,1750,9240,-1
2738,7484.8,8113.9,-1246.5,-1097.99,3,2,50,50,1,1,60,94,272,259,0,257,935,3486,6390,-1
2739,7484.8,8113.9,-1206.58,-981.87,3,3,50,50,1,1,60,98,185,173,0,218,1100,2211,9569,-1
2740,7484.8,8113.9,-908.89,-697.75,3,3,50,50,1,2,60,99,138,126,0,170,1122,2049,9029,-1
2741,7484.8,8113.9,-835.37,-767.13,2,2,50,50,1,2,60,92,143,140,0,169,1229,1257,9529,-1
2742,7484.8,8113.9,-721.84,-644.1,3,3,50,50,1,2,60,92,246,237,0,223,1165,2302,9219,-1
2743,7484.8,8113.9,-578.3,-559.26,2,3,50,50,1,2,60,90,126,116,0,190,900,2033,8332,-1
2744,7484.8,8113.9,-553.68,-301.84,2,2,50,50,1,2,60,84,123,121,0,68,1508,1021,11220,-1
2745,7484.8,8113.9,-132.42,49.48,2,2,50,50,1,2,60,92,122,101,0,200,755,3859,3805,-1
2746,7484.8,8113.9,-103.81,-45.61,3,3,50,50,1,2,60,89,228,216,0,359,670,2864,7201,-1
2747,7484.8,8113.9,-86.5,-384.85,3,2,50,50,1,1,60,86,44,41,0,183,956,422,11824,-1
2748,7484.8,8113.9,-370.12,-348.83,2,3,50,50,1,1,60,86,92,92,0,206,1080,0,13089,-1
2749,7484.8,8113.9,-151.77,-279.53,2,2,50,50,1,1,60,92,154,141,0,148,746,2806,5827,-1
2750,7484.8,8113.9,-60.61,-205.18,2,2,50,50,1,1,60,88,419,124,0,403,797,3111,7625,-1
2751,8417.8,8113.9,-157.94,-438.16,3,3,50,50,2,1,60,82,347,342,0,1085,756,2420,12874,-1
2752,9609.0,8113.9,-149.73,-360.62,3,3,50,50,1,1,60,94,106,100,0,343,744,3261,9770,-1
2753,9609.0,8113.9,50.38,-235.94,2,2,50,50,1,1,60,91,84,74,0,208,827,3414,5220,-1
2754,9609.0,8113.9,202.66,-96.14,3,3,50,50,1,1,60,82,169,158,0,376,713,4545,5197,-1
2755,9609.0,6444.0,243.02,-17.72,2,2,50,50,1,1,60,86,211,193,0,411,935,2772,12311,-1
2756,9609.0,6444.0,92.64,-275.64,2,2,50,50,1,1,60,76,62,59,0,322,1055,1460,11298,-1
2757,9609.0,6444.0,223.02,-130.24,3,3,50,50,1,1,60,82,107,96,0,617,970,3456,7691,-1
2758,9609.0,6444.0,388.95,15.85,3,3,50,50,1,1,60,87,98,88,0,362,693,3663,7551,-1
2759,9609.0,6444.0,258.83,-117.77,3,3,50,50,1,1,60,83,79,69,0,140,721,2132,9608,-1
2760,9609.0,6444.0,216.08,-91.52,2,2,50,50,1,1,60,75,111,107,0,376,1016,3760,9750,-1
2761,9609.0,7149.7,101.91,-144.02,2,3,50,50,1,2,60,86,264,255,0,1173,558,2837,10723,-1
2762,9609.0,7149.7,212.34,-71.86,2,3,50,50,1,2,60,89,117,111,0,421,618,2472,8083,-1
2763,9609.0,6444.0,380.79,-66.77,3,3,50,50,1,1,60,92,269,257,0,467,448,4652,6057,-1
2764,9609.0,6444.0,477.09,-61.67,3,3,50,50,1,1,60,90,122,111,0,325,827,2445,11215,-1
2765,9609.0,6444.0,675.34,61.29,3,3,50,50,1,1,60,89,110,104,0,239,657,2215,8700,-1
2766,9609.0,6444.0,780.21,255.43,2,2,50,50,1,1,60,93,226,200,0,318,609,4599,4336,-1
2767,9609.0,6444.0,966.29,375.97,2,2,50,50,1,1,60,92,117,105,0,317,715,3700,6105,-1
2768,9609.0,6444.0,998.21,321.3,2,2,50,50,1,1,60,84,99,88,0,187,550,2675,7627,-1
2769,9609.0,6444.0,1239.54,468.84,2,3,50,50,1,2,60,84,203,189,0,128,621,3744,3927,-1
2770,8579.8,6444.0,1198.9,614.66,2,2,50,50,3,2,60,87,61,58,0,235,569,2978,6935,-1
2771,8579.8,5446.1,1050.5,495.08,3,3,50,50,3,25,60,81,157,149,0,368,883,2354,11172,-1
2772,8579.8,5446.1,729.92,372.12,2,2,50,50,3,25,60,81,59,50,0,127,661,1732,12370,-1
2773,8579.8,5446.1,861.3,484.44,3,2,50,50,4,25,60,85,91,82,0,234,816,2712,8183,-1
2774,8579.8,5722.4,873.2,654.06,2,3,50,50,4,10,60,85,161,156,0,222,753,3087,8279,-1
2775,8579.8,5722.4,687.96,633.0,2,2,50,50,4,8,60,89,285,279,0,609,817,2495,8675,-1
2776,8579.8,4942.0,483.25,485.97,2,2,50,50,4,25,60,84,109,106,0,339,730,2153,10419,-1
2777,8579.8,4942.0,652.0,521.37,3,3,50,50,4,25,60,85,147,143,0,348,752,2969,6276,-1
2778,8579.8,4942.0,702.09,478.4,2,2,50,50,4,25,60,80,107,105,0,122,850,2272,7849,-1
2779,8579.8,4942.0,833.97,613.9,3,3,50,50,2,25,60,95,145,135,0,364,642,3714,4011,-1
2780,8835.75,4942.0,999.23,793.52,3,2,50,50,3,25,60,74,284,280,0,330,354,3003,5896,-1
2781,8835.75,4806.7,1029.53,793.8,3,2,50,50,2,25,60,84,205,194,0,203,578,2275,7136,-1
2782,8579.8,4813.9,1123.2,868.67,2,2,50,50,1,25,60,84,279,244,0,225,796,4999,4505,-1
2783,8579.8,4813.9,1109.82,757.48,3,3,50,50,1,25,60,89,171,131,0,148,383,2470,8252,-1
2784,8579.8,4813.9,1077.88,686.34,3,3,50,50,1,25,60,90,176,163,0,113,343,1704,8923,-1
2785,8579.8,4813.9,1078.07,633.15,2,2,50,50,1,25,60,87,93,77,0,201,229,1958,8548,-1
2786,8579.8,4813.9,952.25,625.69,2,2,50,50,1,25,60,85,51,41,0,64,176,2367,7514,-1
2787,8579.8,4806.7,856.66,466.19,3,3,50,50,1,25,60,91,146,133,0,229,602,1949,10328,-1
2788,8579.8,4806.7,922.34,607.5,2,2,50,50,1,25,60,86,130,104,0,185,238,2698,6087,-1
2789,8579.8,4806.7,868.82,610.95,2,3,50,50,1,25,60,81,136,94,0,236,285,2226,7709,-1
2790,8579.8,4806.7,948.73,666.22,3,2,50,50,1,25,60,91,157,101,0,244,384,3895,6274,-1
2791,8579.8,6204.2,1073.5,835.34,3,3,50,50,1,2,60,85,190,139,0,310,431,4680,4364,-1
2792,8579.8,6204.2,1067.22,747.03,3,2,50,50,1,2,60,90,276,264,0,276,715,2580,8389,-1
2793,8579.8,6204.2,1049.48,706.28,3,3,50,50,1,2,60,88,155,114,0,367,369,2815,6938,-1
2794,8579.8,7593.3,1208.18,854.71,3,3,50,50,1,1,60,88,189,112,0,270,504,3728,4413,-1
2795,8579.8,6204.2,1396.67,935.94,2,3,50,50,1,1,60,82,275,245,0,202,274,4152,4162,-1
2796,8579.8,7763.9,1275.77,844.94,2,3,50,50,1,2,60,94,127,120,0,505,788,1865,10748,-1
2797,8579.8,7763.9,1285.78,710.09,3,3,50,50,1,2,60,89,217,206,0,537,393,2719,5968,-1
2798,8579.8,7763.9,1328.2,845.38,2,2,50,50,1,2,60,88,143,133,0,154,327,3698,6001,-1
2799,8579.8,7763.9,1206.02,787.7,2,2,50,50,1,2,60,86,175,168,0,266,277,1925,8453,-1
2800,8579.8,7763.9,1185.29,747.85,2,3,50,50,1,2,60,82,104,92,0,627,310,2522,9534,-1
2801,8579.8,7763.9,1337.18,888.97,2,3,50,50,1,1,60,87,174,145,0,425,266,3844,4310,-1
2802,8579.8,7763.9,1446.34,1071.63,2,2,50,50,1,1,60,87,195,188,0,287,569,3612,3223,-1
2803,8579.8,6148.8,1453.88,1177.35,2,2,50,50,1,1,60,91,191,160,0,346,278,3930,3947,-1
2804,8579.8,6148.8,1306.8,1017.47,3,3,50,50,1,1,60,88,181,163,0,388,388,2355,9310,-1
2805,8579.8,6148.8,1237.2,1028.55,2,2,50,50,1,1,60,88,272,224,0,140,129,3647,6545,-1
2806,8579.8,6148.8,1454.21,1185.77,2,2,50,50,1,1,60,87,268,192,0,365,281,4959,3757,-1
2807,8579.8,6148.8,1539.67,1297.83,2,2,50,50,1,1,60,86,134,84,0,284,275,3694,5560,-1
2808,8579.8,6148.8,1584.0,1402.22,2,3,50,50,1,1,60,94,109,87,0,313,256,4024,3828,-1
2809,8579.8,6148.8,1653.06,1510.19,2,2,50,50,1,1,60,82,127,93,0,355,444,4126,4531,-1
2810,8579.8,6148.8,1601.28,1347.33,2,2,50,50,1,1,60,83,181,128,0,180,387,2111,8788,-1
2811,8579.8,7376.1,1705.93,1336.04,3,3,50,50,2,1,60,90,222,182,0,258,421,3418,6514,-1
2812,8579.8,6148.8,1584.49,1374.5,2,3,50,50,2,1,60,86,194,112,0,155,248,2571,7820,-1
2813,9516.5,7541.6,1632.94,1419.87,3,3,50,50,4,1,60,88,154,102,0,297,319,3955,5481,-1
2814,9516.5,7541.6,1591.86,1345.58,3,3,50,50,3,1,60,93,119,100,0,215,285,1609,8459,-1
2815,9516.5,7541.6,1699.64,1457.94,3,3,50,50,3,1,60,85,152,122,0,273,279,3604,4114,-1
2816,9516.5,7541.6,1864.38,1695.23,2,2,50,50,3,1,60,85,165,116,0,263,334,4750,2355,-1
2817,9516.5,7541.6,1846.67,1751.74,3,3,50,50,3,1,60,93,239,206,0,234,349,2778,6682,-1
2818,9516.5,7541.6,2013.58,1893.8,2,2,50,50,3,1,60,83,199,96,0,124,196,3961,3239,-1
2819,9516.5,7541.6,1995.62,1854.23,3,2,50,50,3,1,60,82,96,64,0,267,188,2671,7292,-1
2820,8865.05,7541.6,1980.78,1762.57,2,2,50,50,2,1,60,76,113,80,0,201,505,3126,6386,-1
2821,8865.05,7541.6,1945.14,1924.38,2,2,50,50,2,1,60,84,176,151,0,178,294,4396,2876,-1
2822,8865.05,7541.6,1863.37,1940.87,2,3,50,50,2,1,60,86,193,139,0,58,212,3098,6082,-1
2823,8865.05,7541.6,1742.03,1989.8,2,2,50,50,2,1,60,83,131,69,0,67,177,2917,6461,-1
2824,8579.8,7541.6,1549.28,1784.91,2,2,50,50,1,1,60,74,119,77,0,339,322,2830,8989,-1
2825,8579.8,7541.6,1510.82,1755.53,2,2,50,50,1,1,60,81,140,107,0,171,256,3750,5592,-1
2826,8579.8,7541.6,1462.49,1653.07,2,2,50,50,1,1,60,86,146,99,0,201,202,2041,7472,-1
2827,8579.8,7541.6,1488.48,1476.0,2,2,50,50,1,1,60,86,131,77,0,181,217,2174,8524,-1
2828,8579.8,9839.0,1598.44,1605.56,3,3,50,50,1,1,60,83,231,168,0,262,445,5989,3699,-1
2829,8579.8,9839.0,1457.6,1631.03,2,2,50,50,1,1,60,86,300,216,0,363,427,2736,8167,-1
2830,6668.2,9839.0,1329.47,1550.05,2,2,50,50,1,1,60,77,268,95,0,90,200,3022,7251,-1
2831,6668.2,9839.0,1325.26,1603.07,2,2,50,50,1,1,60,90,324,212,0,88,175,2991,6745,-1
2832,6668.2,9839.0,1400.7,1606.03,2,2,50,50,1,1,60,83,481,265,0,98,320,3586,4144,-1
2833,6668.2,9839.0,1410.96,1557.07,2,2,50,50,1,1,60,84,220,110,0,281,250,4289,6363,-1
2834,6668.2,9839.0,1395.72,1450.86,3,2,50,50,1,1,60,86,231,133,0,331,476,2514,7962,-1
2835,6668.2,9839.0,1244.56,1367.52,3,3,50,50,1,1,60,79,343,204,0,552,264,3415,8063,-1
2836,6668.2,9839.0,1312.74,1415.6,2,3,50,50,1,1,60,91,251,170,0,329,350,5403,4272,-1
2837,6668.2,9839.0,1264.48,1456.86,2,2,50,50,1,1,60,88,304,207,0,627,618,4070,6709,-1
2838,6668.2,9839.0,1449.66,1518.39,3,3,50,50,1,1,60,86,370,212,0,668,526,5004,4652,-1
2839,6668.2,8675.0,1396.41,1656.89,2,2,50,50,1,1,60,86,336,213,0,555,540,4993,6153,-1
2840,4887.8,8675.0,1388.4,1701.16,3,2,50,50,25,1,60,87,248,189,0,482,498,4270,5907,-1
2841,4887.8,8675.0,1399.3,1622.17,3,3,50,50,25,1,60,95,209,175,0,453,409,4294,7842,-1
2842,4887.8,6078.75,1336.86,1643.05,2,3,50,50,25,1,60,90,266,163,0,491,310,4136,4990,-1
2843,9527.05,9729.6,1484.7,1780.93,3,3,50,50,1,1,60,95,340,239,0,579,519,5521,4201,-1
2844,9527.05,9729.6,1393.52,1876.12,3,2,50,50,1,1,60,88,318,242,0,556,335,4257,5098,-1
2845,9527.05,9729.6,1250.52,1981.62,2,3,50,50,1,1,60,87,354,241,0,459,594,4687,6018,-1
2846,9527.05,9729.6,1280.55,1878.55,3,3,50,50,1,1,60,87,280,167,0,666,653,3669,8272,-1
2847,9527.05,9729.6,1133.06,1443.02,3,2,50,50,1,1,60,88,380,201,0,715,704,2655,12545,-1
2848,9527.05,9729.6,1338.33,1549.79,3,3,50,50,1,1,60,91,338,262,0,585,422,3686,4128,-1
2849,9527.05,9729.6,1342.99,1565.84,3,3,50,50,1,2,60,90,202,112,0,652,400,2806,7341,-1
2850,9527.05,9729.6,1253.91,1541.68,3,3,50,50,1,2,60,86,325,164,0,681,397,2873,6263,-1
2851,9527.05,9729.6,1338.74,1673.69,3,3,50,50,2,2,60,89,402,289,0,698,495,5014,5959,-1
2852,9527.05,9729.6,1093.9,1492.51,3,3,50,50,2,2,60,90,198,160,0,1094,1174,2913,12371,-1
2853,9527.05,9729.6,1004.94,1392.73,2,2,50,50,2,2,60,86,262,212,0,484,549,3041,6663,-1
2854,9527.05,9729.6,1003.6,1197.44,3,3,50,50,2,2,60,92,312,248,0,827,675,2368,12240,-1
2855,9527.05,9729.6,767.24,837.3,3,3,50,50,2,2,60,91,232,194,0,652,903,1889,15152,-1
2856,9527.05,9729.6,534.65,641.31,3,3,50,50,2,2,60,90,314,294,0,639,742,2463,12142,-1
2857,9527.05,9729.6,498.41,434.94,3,3,50,50,2,2,60,95,284,203,0,1045,827,2422,12212,-1
2858,9527.05,9729.6,243.32,314.05,2,2,50,50,2,2,60,80,210,178,0,488,899,1968,13785,-1
2859,9527.05,9550.6,-109.22,91.95,2,2,50,50,2,1,60,84,424,399,0,415,653,2664,12447,-1
2860,9521.7,9550.6,-413.81,158.94,3,3,50,50,1,1,60,80,184,166,0,761,683,2268,12915,-1
2861,9521.7,9550.6,-440.25,-26.98,3,3,50,50,1,1,60,92,410,389,0,585,655,2626,11729,-1
2862,9521.7,9550.6,-417.57,-38.7,3,3,50,50,1,1,60,95,311,295,0,822,654,2852,10507,-1
2863,9521.7,9550.6,-443.2,-223.63,3,3,50,50,1,1,60,88,245,220,0,635,792,3535,14447,-1
2864,9521.7,9550.6,-579.19,-365.9,2,2,50,50,1,1,60,92,402,391,0,474,483,2646,13589,-1
2865,9521.7,9550.6,-720.75,-581.08,2,2,50,50,1,1,60,86,174,130,0,636,910,2019,13600,-1
2866,9521.7,9550.6,-713.59,-757.64,3,3,50,50,1,1,60,93,185,159,0,370,960,2233,13256,-1
2867,9521.7,9550.6,-748.82,-606.33,3,3,50,50,1,1,60,95,256,253,0,407,906,2723,12502,-1
2868,9521.7,9550.6,-826.31,-622.35,3,3,50,50,1,1,60,92,297,274,0,262,506,2944,11811,-1
2869,9521.7,9550.6,-1112.57,-890.17,3,2,50,50,1,1,60,92,256,252,0,532,876,765,17673,-1
2870,9521.7,9550.6,-1451.5,-1251.88,3,3,50,50,1,1,60,94,173,171,0,912,1071,512,19168,-1
2871,9521.7,9550.6,-1669.22,-1346.25,3,3,50,50,1,1,60,93,190,190,0,562,1026,0,16051,-1
2872,9521.7,9550.6,-1708.61,-1474.21,3,3,50,50,1,1,60,90,227,215,0,439,634,1931,12545,-1
2873,9521.7,9550.6,-2118.22,-1706.06,3,3,50,50,1,1,60,96,315,308,0,549,1144,614,18845,-1
2874,9521.7,9550.6,-2152.83,-1857.42,3,3,50,50,1,1,60,90,212,206,0,509,795,1185,14956,-1
2875,7938.4,9550.6,-2190.92,-1855.37,3,3,50,50,2,1,60,89,237,228,0,561,1130,1690,16821,-1
2876,7938.4,9550.6,-2439.99,-1980.28,3,3,50,50,1,1,60,90,294,290,0,472,907,1873,17465,-1
2877,7938.4,9550.6,-2610.14,-2214.04,3,3,50,50,1,1,60,95,314,298,0,565,1090,1887,18090,-1
2878,7938.4,9550.6,-2528.42,-1975.92,3,3,50,50,1,1,60,79,232,218,0,424,647,2053,11392,-1
2879,7938.4,9550.6,-2624.27,-2067.82,3,3,50,50,1,1,60,83,331,308,0,580,1034,2700,14326,-1
2880,7938.4,9550.6,-2635.43,-2078.29,2,2,50,50,1,1,60,87,286,274,0,834,1398,2871,13127,-1
2881,7938.4,7058.65,-2134.61,-1952.1,3,3,50,50,1,2,60,91,174,172,0,880,1046,1681,12039,-1
2882,7938.4,7058.65,-2423.81,-2380.55,3,2,50,50,1,2,60,87,429,417,0,790,1059,2203,16959,-1
2883,7938.4,7058.65,-2342.87,-2619.03,3,3,50,50,1,2,60,86,246,203,0,654,1285,2827,13810,-1
2884,7938.4,7058.65,-2579.19,-2841.02,3,3,50,50,1,2,60,94,276,275,0,1608,1568,614,20359,-1
2885,7938.4,7058.65,-2626.26,-2778.78,3,3,50,50,1,2,60,93,236,229,0,1055,1181,2951,16955,-1
2886,7938.4,7058.65,-2685.14,-2656.45,3,3,50,50,1,3,60,88,196,161,0,1109,803,2391,13833,-1
2887,7938.4,9017.2,-2526.29,-2756.68,3,3,50,50,1,1,60,90,166,139,0,1285,789,2927,13471,-1
2888,7938.4,7058.65,-2544.55,-2900.63,3,3,50,50,2,3,60,97,203,150,0,1055,1100,3040,14963,-1
2889,7938.4,7058.65,-2371.29,-2831.53,3,3,50,50,2,3,60,88,306,290,0,633,636,1489,14476,-1
2890,7938.4,7058.65,-2626.21,-3182.57,3,3,50,50,2,3,60,90,215,205,0,1022,751,1483,18276,-1
2891,7938.4,6979.75,-2648.29,-2877.63,3,3,50,50,2,2,60,84,217,187,0,761,1010,2340,13581,-1
2892,7938.4,6979.75,-2620.82,-2873.07,3,3,50,50,3,2,60,88,113,85,0,1335,874,2088,15124,-1
2893,7938.4,6979.75,-2551.14,-2832.64,2,3,50,50,3,2,60,84,216,206,0,794,751,2749,11789,-1
2894,7938.4,6979.75,-2819.21,-2868.53,2,3,50,50,3,2,60,86,213,184,0,825,999,1795,16459,-1
2895,7938.4,6979.75,-2856.7,-3044.23,3,3,50,50,3,2,60,86,253,251,0,967,963,326,18713,-1
2896,7938.4,6979.75,-2719.6,-2810.36,3,2,50,50,3,2,60,83,131,117,0,1040,1050,1993,12571,-1
2897,8920.05,6409.8,-2439.82,-3091.91,3,3,50,50,2,1,60,92,195,181,0,1466,1403,2798,18774,-1
2898,8920.05,6409.8,-2016.63,-3019.66,3,3,50,50,1,1,60,95,218,206,0,1034,1166,3610,10494,-1
2899,8920.05,6409.8,-2113.51,-3044.43,3,3,50,50,1,1,60,95,197,184,0,1999,1445,2785,19721,-1
2900,8920.05,6409.8,-2071.68,-2832.39,3,3,50,50,1,3,60,91,230,222,0,1233,885,1690,15317,-1
2901,8920.05,6409.8,-2193.27,-2781.48,3,3,50,50,1,3,60,93,132,122,0,1035,1004,1434,15232,-1
2902,8920.05,7840.15,-2351.11,-2454.29,3,3,50,50,1,2,60,94,336,324,0,976,620,2345,13008,-1
2903,8920.05,7840.15,-2401.6,-2537.34,3,3,50,50,1,3,60,90,337,324,0,1044,668,1647,15021,-1
2904,8920.05,7840.15,-2433.9,-2658.61,3,3,50,50,1,3,60,91,243,236,0,1507,1042,1569,17538,-1
2905,8920.05,7840.15,-2754.36,-3011.02,2,3,50,50,1,3,60,89,316,314,0,1762,965,1141,21364,-1
2906,8920.05,7840.15,-2700.81,-3147.29,3,3,50,50,1,3,60,88,251,243,0,1312,872,1412,15314,-1
